col_1|col_2|col_3
757|冰火轉化20%|SI229SI219
758|冰火轉化30%|SI229SI219
759|1回回復變0-結|SI156
760|2回回復變0-結|SI156
761|3回回復變0-結|SI156
762|4回回復變0-結|SI156
763|5回回復變0-結|SI156
764|98回回復變0-結|SI156
765|1回轉珠減2秒．結|SI165
766|2回轉珠減2秒．結|SI165
767|3回轉珠減2秒．結|SI165
768|4回轉珠減2秒．結|SI165
769|5回轉珠減2秒．結|SI165
770|98回轉珠減2秒．結|SI165
771|1回減攻50%．結|SI158
772|2回減攻50%．結|SI158
773|3回減攻50%．結|SI158
774|4回減攻50%．結|SI158
775|5回減攻50%．結|SI158
776|98回減攻50%．結|SI158
777|連擊∣問號．結|SI167SI224
778|越戰越強．銀∣問號．結|SI188SI224
779|扣血30%∣問號．結|SI126SI224
780|扣血50%∣問號．結|SI128SI224
781|扣血70%∣問號．結|SI129SI224
782|無視減傷∣問號．結|SI251SI224
783|強化盾∣問號．結|SI254SI224
784|攻後水橫縱輪轉|SI011
785|攻後火橫縱輪轉|SI012
786|攻後木橫縱輪轉|SI013
787|攻後光橫縱輪轉|SI014
788|攻後暗橫縱輪轉|SI015
789|攻後水橫縱輪轉∣問號．結|SI011SI224
790|攻後火橫縱輪轉∣問號．結|SI012SI224
791|攻後木橫縱輪轉∣問號．結|SI013SI224
792|攻後光橫縱輪轉∣問號．結|SI014SI224
793|攻後暗橫縱輪轉∣問號．結|SI015SI224
794|五重定點燃燒10%|SI229
795|五重定點燃燒10%|SI229
796|十重定點燃燒10%|SI229
797|五重定點風化．結|SI221
798|五重定點風化．結|SI221
799|X形風化．結|SI221
800|累積9↑相剋符石盾|SI250
801|累積12↑相剋符石盾|SI250
802|累積15↑相剋符石盾|SI250
803|累積20↑相剋符石盾|SI250
804|累積30↑相剋符石盾|SI250
805|累積50↑相剋符石盾|SI250
806|循環累積90↑相剋符石盾|SI250
807|累積9↑同屬符石盾|SI250
808|累積12↑同屬符石盾|SI250
809|累積15↑同屬符石盾|SI250
810|累積20↑同屬符石盾|SI250
811|累積30↑同屬符石盾|SI250
812|累積50↑同屬符石盾|SI250
813|累積90↑同屬符石盾|SI250
814|越攻越強∣累積15↑相剋符石盾|SI188SI250
815|3↑Combo追擊盾|SI101
816|4↑Combo追擊盾|SI102
817|5↑Combo追擊盾|SI103
818|6↑Combo追擊盾|SI104
819|9↑Combo追擊盾|SI107
820|無限回消水減攻50%|SI336
821|無限回缺水減攻50%|SI336
822|無限回消火減攻50%|SI337
823|無限回缺火減攻50%|SI337
824|無限回消木減攻50%|SI338
825|無限回缺木減攻50%|SI338
826|無限回消光減攻50%|SI339
827|無限回缺光減攻50%|SI339
828|無限回消暗減攻50%|SI340
829|無限回缺暗減攻50%|SI340
830|無限回消心減攻50%|SI341
831|無限回缺心減攻50%|SI341
832|命懸一線∣下回自殺|SI161
833|回復變0∣軌跡靈化200|SI156SI213
834|回復變0∣軌跡靈化500|SI156SI213
835|回復變0∣軌跡靈化800|SI156SI213
836|2秒轉珠∣軌跡靈化500|SI165SI213
837|2秒轉珠∣軌跡靈化800|SI165SI213
838|2秒轉珠∣軌跡靈化1000|SI165SI213
839|回復變0∣扣血90%∣軌跡靈化200|SI156SI131SI213
840|回復變0∣扣血90%∣軌跡靈化500|SI156SI131SI213
841|回復變0∣扣血90%∣軌跡靈化800|SI156SI131SI213
842|強化盾∣攻後水橫縱輪轉|SI254SI011
843|強化盾∣先攻．雙直行轉水∣攻後水橫縱輪轉|SI254SI160SI011
844|強化盾∣越戰越強．銀|SI254SI188
845|強化盾∣越戰越強．金∣無法控制|SI254SI188SI124
846|強化盾∣迷惑符石|SI254SI227
847|強化盾∣迷惑符石∣風化3000∣轉|SI254SI227SI221
848|強化盾∣2~4回技能封鎖|SI254SI122
849|強化盾∣3~6回技能封鎖∣封技2秒轉珠|SI254SI122SI165
850|強化盾∣問號∣轉|SI254SI224
851|強化盾∣問號∣轉∣軌跡腐蝕|SI254SI224SI228
852|首殺盾|SI250
853|無法控制∣殺伴狂暴5000%|SI124SI188
854|無法控制∣扣血50%∣殺伴狂暴5000%|SI124SI128SI188
855|無法控制∣扣血70%∣殺伴狂暴5000%|SI124SI129SI188
856|累積30↑同屬符石盾∣每5回炮擊20000|SI250SI196
857|4↑屬性符石防禦盾|SI257
858|人類防禦80%∣側員技能封鎖|SI344SI122
859|神族防禦80%∣側員技能封鎖|SI342SI122
860|獸類防禦80%∣側員技能封鎖|SI345SI122
861|龍類防禦80%∣側員技能封鎖|SI346SI122
862|妖精防禦80%∣側員技能封鎖|SI347SI122
863|魔族防禦80%∣側員技能封鎖|SI343SI122
864|龍脈重置|SI140
865|電擊|SI236
866|雙重電擊|SI236
867|三重電擊|SI236
868|敵屬初級拼圖盾|SI181
869|敵屬高級拼圖盾|SI181
870|敵屬初級拼圖盾∣限|SI181
871|軌跡黑白|SI215
872|軌跡黑白∣連|SI215
873|化血圍城．心化血鎖定|SI232SI218
874|軌跡問號∣連|SI224
875|無限回消水減攻50%∣攻後心轉水|SI336SI301SI047
876|越攻越強∣強化盾∣非強化傷害吸收|SI188SI254
878|先攻∣迷惑符石∣三屬盾|SI160SI227SI242
879|3回神魔禁錮∣攻後電擊∣遞增電擊|SI122SI236
880|附加消除∣木外防禦75%∣消水敵回2-10%|SI123SI003SI301SI047SI212
881|突擊30%∣水外防禦75%∣攻後橫縱燃燒輪轉10%|SI160SI001SI229
882|5回5↑Combo發動攻回∣火外防禦75%∣中毒60%|SI103SI002SI135
884|4回減攻80%∣強化盾∣攻後兩側風化3000|SI158SI254SI221
885|突擊50%∣攻後水橫縱輪轉|SI160SI011
886|無法控制∣越攻越強|SI124SI188
887|5回轉珠減2秒∣士氣高昂200%∣回復50%|SI165SI188
888|首回隨機轉光∣攻後雙重凍結|SI304SI047SI219
889|首回問號6∣問號符石5∣10%∣強化盾|SI224SI254
890|士氣高昂200%|SI188
891|士氣高昂300%|SI188
892|士氣高昂200%∣回復50%|SI188SI212
893|士氣高昂300%∣回復50%|SI188SI212
894|士氣高昂200%∣無限回復|SI188SI212
895|士氣高昂300%∣無限回復|SI188SI212
896|水外防禦90%|SI001
897|火外防禦90%|SI002
898|木外防禦90%|SI003
899|光外防禦90%|SI004
900|暗外防禦90%|SI005
901|人外防禦90%|SI063
902|獸外防禦90%|SI064
903|龍外防禦90%|SI065
904|神外防禦90%|SI061
905|魔外防禦90%|SI062
906|妖外防禦90%|SI066
907|突擊10%∣攻後雪花型凍結|SI160SI220
908|突擊10%∣攻後雪花型冰封|SI160SI219
909|首消全水盾|SI031
910|首消全火盾|SI032
911|首消全木盾|SI033
912|首消全光盾|SI034
913|首消全暗盾|SI035
914|隨機轉化|SI046
915|首回逢二隨機轉化|SI046
916|數多越強∣%扣血∣弱|SI188
917|2秒轉珠∣首回攻後水心鎖定∣未消傷害吸收|SI165SI307SI218
918|首回隨機轉水∣攻後水橫縱輪轉∣低血追擊|SI301SI047SI188
919|無視減傷∣首回攻後火心鎖定∣未消傷害吸收|SI251SI308SI218
920|首回隨機轉火∣攻後火橫縱輪轉∣軌跡燃燒1000|SI302SI047SI229
921|中毒40%∣首回攻後木心鎖定∣未消傷害吸收|SI135SI309SI218
922|首回隨機轉木∣攻後木橫縱輪轉∣無限回消木減攻50%|SI338SI303SI047
923|強化盾∣首回攻後光心鎖定∣未消傷害吸收|SI254SI310SI218
924|首回隨機轉光∣攻後光橫縱輪轉∣每回1-4風化20%|SI304SI047SI221
925|回復變0∣首回攻後暗心鎖定∣未消傷害吸收|SI156SI311SI218
926|首回隨機轉暗∣攻後暗橫縱輪轉∣黑白符石|SI305SI047SI215
929|水鎖定∣未消引爆20%|SI301SI168
930|火鎖定∣未消引爆20%|SI302SI168
931|木鎖定∣未消引爆20%|SI303SI168
932|光鎖定∣未消引爆20%|SI304SI168
933|暗鎖定∣未消引爆20%|SI305SI168
934|心鎖定∣未消引爆20%|SI306SI168
935|無視減傷∣首回攻後心鎖定∣未消傷害吸收|SI251SI218
936|無視減傷∣首回攻後水心鎖定∣未消傷害吸收|SI251SI307SI218
937|無視減傷∣首回攻後火心鎖定∣未消傷害吸收|SI251SI308SI218
938|無視減傷∣首回攻後木心鎖定∣未消傷害吸收|SI251SI309SI218
939|無視減傷∣首回攻後光心鎖定∣未消傷害吸收|SI251SI310SI218
940|無視減傷∣首回攻後暗心鎖定∣未消傷害吸收|SI251SI311SI218
941|無視減傷∣化血圍城．心化血鎖定|SI251SI232SI218
942|啟動防禦盾∣三次禁攻|SI257
943|無視減傷∣啟動防禦盾∣三次禁攻|SI257SI251
944|復活三攻∣減攻50%|SI211
945|復活五攻∣減攻50%|SI211
946|無視減傷∣復活三攻∣減攻50%|SI251SI211
947|無視減傷∣復活五攻∣減攻50%|SI251SI211
948|無視減傷∣暗屬防禦90%∣強化盾∣反擊100%|SI251SI005SI254SI260
949|燃燒20%|SI229
950|雙重燃燒20%|SI229
951|燃燒25%|SI229
952|雙重燃燒25%|SI229
953|三重燃燒10%|SI229
954|三重燃燒20%|SI229
955|三重燃燒25%|SI229
956|隨機轉水∣消水扣血2-10%|SI301SI047SI162
957|隨機轉木∣消木扣血2-10%|SI303SI047SI162
958|隨機轉光∣消光扣血2-10%|SI304SI047SI162
959|隨機轉暗∣消暗扣血2-10%|SI305SI047SI162
960|隨機轉心∣消心扣血2-10%|SI306SI047SI162
961|隨機轉火∣消火敵回2-10%|SI302SI047SI212
962|隨機轉木∣消木敵回2-10%|SI303SI047SI212
963|隨機轉光∣消光敵回2-10%|SI304SI047SI212
964|隨機轉暗∣消暗敵回2-10%|SI305SI047SI212
965|隨機轉心∣消心敵回2-10%|SI306SI047SI212
966|隨機轉水∣消水減時0.2-1秒|SI301SI047SI165
967|隨機轉火∣消火減時0.2-1秒|SI302SI047SI165
968|隨機轉光∣消光減時0.2-1秒|SI304SI047SI165
969|隨機轉暗∣消暗減時0.2-1秒|SI305SI047SI165
970|隨機轉心∣消心減時0.2-1秒|SI306SI047SI165
971|附加消除重置∣回復變0|SI121SI123SI156
972|附加消除重置∣心圍城∣隨機轉心∣回復變0|SI121SI123SI306SI047SI156
973|無法控制∣不倒意志50%∣1血回復50%∣半血下增攻200%|SI124SI261
974|無法控制∣越扣越強25%∣不倒意志50%∣1血回復50%|SI124SI139SI261
975|轉屬∣剋屬盾∣木鎖定∣未消引爆20%|SI049SI303SI168
976|強化盾∣轉屬∣剋屬盾∣木鎖定∣未消引爆20%|SI254SI049SI303SI168
977|水光盾∣攻後光橫水縱輪轉|SI244SI301SI304SI047
978|強化水光盾∣攻後光橫水縱輪轉∣火暗防禦90%|SI248SI002SI005SI301SI304SI047
979|2秒轉珠∣突擊30%∣攻後問號4|SI160SI165SI224
980|生命倒數．6回∣2秒轉珠∣問號圍城∣攻後問號4|SI134SI165SI224
981|98回轉珠減少3秒∣雙重電擊|SI165SI236
982|附加消除∣越攻越強∣首回攻後水心鎖定∣未消傷害吸收|SI123SI188SI307SI218
983|敵屬防禦80%∣越扣越強20%|SI250SI139
984|溢補盾∣心形轉化∣隨機轉心|SI217SI306SI047
985|迷惑符石∣木外防禦75%∣攻後雙重凍結|SI227SI003SI220
986|屬少越強∣5屬|SI188
987|屬少越強∣4屬|SI188
988|屬少越強∣3屬|SI188
989|種少越強∣6種|SI188
990|種少越強∣4種|SI188
991|種少越強∣3種|SI188
992|3回妖魔外禁錮∣中毒70%|SI122SI135
993|生命倒數．6回∣累積15↑相剋符石盾|SI134SI250
997|完爆∣三重凍結∣結|SI168SI220
998|完爆∣六重凍結∣結|SI168SI220
999|完爆∣九重凍結∣結|SI168SI220
1000|完爆∣三重鎖定∣未消引爆20%∣結|SI168
1001|完爆∣六重鎖定∣未消引爆20%∣結|SI168
1002|完爆∣九重鎖定∣未消引爆20%∣結|SI168
1003|完爆∣電擊∣結|SI168SI236
1004|完爆∣雙重電擊∣結|SI168SI236
1005|完爆∣三重電擊∣結|SI168SI236
1006|回復無效∣命懸一線∣結|SI156SI161
1007|突擊65%∣迷惑符石∣攻後雙重凍結|SI160SI227SI220
1008|突擊65%∣2秒轉珠∣首攻左右隨機燃燒10%|SI160SI165SI229
1009|突擊65%∣首攻隨機縱向腐蝕側行∣首回攻後木鎖定∣未消傷害吸收|SI160SI309SI228
1010|突擊65%∣攻後雙重電擊∣復活變強|SI160SI236SI216
1011|突擊65%∣越戰越強．金∣攻後九重問號|SI160SI188SI224
1012|增攻∣超級防禦|SI157SI251
1013|攻擊傷害無效|SI257
1014|凍結圍城∣扣血70%|SI220SI129
1015|三屬攻擊無效∣扣血50%|SI001SI002SI003SI128
1016|光暗攻擊無效∣扣血50%|SI004SI005SI128
1017|強化三屬盾∣扣血90%|SI246SI131
1018|強化光暗盾∣扣血90%|SI245SI131
1019|隨機三屬轉光暗|SI047
1020|隨機光暗轉三屬|SI047
1021|2秒轉珠∣火屬防禦90%∣雙重凍結|SI165SI002SI219
1022|2秒轉珠∣火屬防禦90%∣三重凍結|SI165SI002SI219
1023|3回人龍禁錮∣強化盾∣軌跡燃燒800|SI122SI254SI229
1026|附加消除重置∣四屬盾20%|SI121SI123SI243
1027|首回攻後光心鎖定∣未消傷害吸收∣超級防禦|SI310SI218SI124SI251
1028|隱身∣隱攻命懸一線∣98回中毒40%|SI250SI161SI135
1032|附加消除∣永久禁錮人類剋制．攻|SI123SI069SI122
1033|附加消除∣永久禁錮獸類剋制．攻|SI123SI070SI122
1034|附加消除∣永久禁錮妖精剋制．攻|SI123SI072SI122
1035|附加消除∣永久禁錮神族剋制．攻|SI123SI067SI122
1036|附加消除∣永久禁錮龍類剋制．攻|SI123SI071SI122
1037|附加消除∣永久禁錮魔族剋制．攻|SI123SI068SI122
1038|附加消除∣永久禁錮水屬剋制．攻|SI123SI006SI122
1039|附加消除∣永久禁錮火屬剋制．攻|SI123SI007SI122
1040|附加消除∣永久禁錮木屬剋制．攻|SI123SI008SI122
1041|附加消除∣永久禁錮光屬剋制．攻|SI123SI009SI122
1042|附加消除∣永久禁錮暗屬剋制．攻|SI123SI010SI122
1043|附加消除∣永久禁錮暗屬剋制．攻|SI058
1052|水屬防禦90%∣強化盾∣首回水轉暗∣隨機轉暗|SI001SI254SI305SI047
1053|水屬防禦75%∣首回水轉暗∣隨機轉暗|SI001SI305SI047
1054|無法控制∣大幅狂暴1防|SI124SI188SI252
1055|無法控制∣狂暴1防|SI124SI188SI252
1056|5回人類禁錮∣燃燒10%∣雙重延伸|SI122SI229
1057|3回人類禁錮∣燃燒10%∣延伸|SI122SI229
1058|5回轉珠減2秒∣首回攻後木心鎖定∣未消傷害吸收∣無法控制|SI165SI309SI218SI124
1059|5回轉珠減2秒∣首回攻後心鎖定∣未消傷害吸收∣無法控制|SI165SI218SI124
1060|突擊65%．底行風化∣攻後雙重風化3000|SI160SI221
1061|突擊65%底部風化∣攻後風化3000|SI160SI221
1062|生命倒數．6回∣6↑Combo盾∣攻後六重問號|SI134SI104SI224
1063|生命倒數．6回∣4↑Combo盾∣攻後四重問號|SI134SI102SI224
1064|攻後凍結|SI219
1065|攻後燃燒10%|SI229
1066|攻後隨機禁錮2員2回|SI122
1067|攻後轉光4|SI304SI047
1068|攻後轉暗4|SI305SI047
1069|水鎖定．消除減攻10%|SI336
1070|火鎖定．消除減攻10%|SI337
1071|木鎖定．消除減攻10%|SI338
1072|光鎖定．消除減攻10%|SI339
1073|暗鎖定．消除減攻10%|SI340
1074|心鎖定．消除減攻10%|SI341
1075|水鎖定．消除減攻20%|SI336
1076|火鎖定．消除減攻20%|SI337
1077|木鎖定．消除減攻20%|SI338
1078|光鎖定．消除減攻20%|SI339
1079|暗鎖定．消除減攻20%|SI340
1080|心鎖定．消除減攻20%|SI341
1081|水攻零化∣消水攻弱90%∣首回心轉水．攻後隨機轉水|SI001SI336SI301SI047
1082|火攻無效∣扣血90%∣首回攻後雙重燃燒10%|SI002SI131SI229
1083|2秒轉珠∣木屬攻擊無效∣首回鎖定圍城∣未消傷害吸收|SI003SI165SI232
1084|光屬攻擊無效∣強化盾∣連續反擊50%∣強化消除|SI004SI254SI260
1085|暗屬攻擊無效∣無法控制∣命懸一線∣5回回復變0|SI005SI124SI161SI156
1086|光暗防禦95%∣三屬強化首消禁光暗|SI004SI005SI246
1087|冰封圍城∣單擊800萬盾|SI219SI262
1088|水屬技能回復|SI125
1089|火屬技能回復|SI125
1090|木屬技能回復|SI125
1091|光屬技能回復|SI125
1092|暗屬技能回復|SI125
1093|三屬技能回復|SI125
1094|光暗屬技能回復|SI125
1095|技能重置∣溢補盾|SI121SI217
1096|技能封鎖∣迷惑符石∣8↑Combo追擊盾|SI122SI227SI106
1097|5回技能封鎖∣迷惑符石∣7↑Combo追擊盾|SI122SI227SI105
1098|水鎖定．消除減攻10%∣防禦|SI336SI124SI251
1099|突擊30%∣5回中毒60%∣強化盾|SI160SI135SI254
1100|突擊65%∣每回1-4風化3000∣血弱追擊|SI160SI221SI188
1101|突擊65%∣5回隨機二員技封∣2秒轉珠|SI160SI122SI165
1102|越攻越強∣攻後問號9|SI188SI224
1103|剋屬攻擊無效∣雙重電擊|SI019SI048SI236
1104|剋屬攻擊無效∣越戰越強．銀|SI020SI048SI188
1105|首消水追擊零化|SI113
1106|首消火追擊零化|SI114
1107|首消木追擊零化|SI115
1108|首消光追擊零化|SI116
1109|首消暗追擊零化|SI117
1110|首消心追擊零化|SI118
1111|隨機轉水∣首消水追擊零化∣無視減傷|SI251SI301SI047SI113
1112|首回三重燃燒10%∣隨機轉火∣首消火追擊零化|SI229SI302SI047SI114
1113|2秒轉珠∣隨機轉木∣首消木追擊零化|SI165SI303SI047SI115
1114|強化盾∣隨機轉光∣首消光追擊零化|SI254SI304SI047SI116
1115|軌跡問號6∣隨機轉暗∣首消暗追擊零化|SI224SI305SI047SI117
1144|突擊5600底部凍結|SI160SI219
1145|回復變0∣累積30↑同屬符石盾|SI156SI250
1146|越攻越強∣攻後轉水8|SI188SI301SI047
1147|永久封鎖木技能∣2秒轉珠∣越扣越強25%|SI122SI165SI139
1148|永久封鎖木外技能∣無限回消心減攻50%∣越扣越強25%|SI122SI341SI139
1149|軌跡問號∣暗防禦90%∣光暗盾|SI224SI005SI241
1150|軌跡問號∣連∣暗防禦95%∣光暗盾|SI224SI005SI241
1151|越戰越強．銀∣雙重電擊|SI188SI236
1152|越攻越強∣雙重電擊|SI188SI236
1153|2秒轉珠∣雙重電擊|SI165SI236
1154|5↑Combo追擊盾∣雙重電擊|SI103SI236
1155|6↑Combo追擊盾∣雙重電擊|SI104SI236
1156|7↑Combo追擊盾∣雙重電擊|SI105SI236
1157|光暗盾∣雙重電擊|SI241SI236
1158|三屬盾∣雙重電擊|SI242SI236
1160|累積20↑同屬符石盾∣攻後三重凍結∣無法控制|SI250SI220SI124
1161|突擊65%∣迷惑符石∣雙重燃燒10%|SI160SI227SI229
1162|無視減傷∣強化盾∣反擊100%∣雙重風化3000-先|SI251SI254SI260SI221
1163|附加消除重置∣首回攻後光心鎖定∣未消傷害吸收|SI121SI123SI310SI218
1164|突擊65%∣攻後問號5∣強化火光盾|SI160SI224SI248
1165|首回回復∣累積15↑相剋符石盾∣攻後火橫光縱輪轉|SI214SI250SI302SI304SI047
1166|首回回復∣累積9↑相剋符石盾∣攻後火橫光縱輪轉|SI214SI250SI302SI304SI047
1167|龍脈重置∣附加消除∣全員技能重置|SI140SI123SI121
1168|禁消．心∣5回轉珠減2秒∣攻後心轉光|SI165SI043SI304SI047
1169|首消三屬同等盾∣首扣50%∣次扣100%|SI119SI128SI132
1170|首消光暗同等盾∣首扣50%∣次扣100%|SI112SI128SI132
1171|首消五屬同等盾∣首扣50%∣次扣100%|SI120SI128SI132
1172|5回轉珠減3秒∣中毒70%∣隨機轉暗∣消暗敵回2-10%|SI165SI135SI305SI047SI212
1173|5回轉珠減2秒∣隨機轉木∣消木敵回2-10%|SI165SI303SI047SI212
1174|附加消除鎖定圍城 ‧ 心鎖定 ‧ 未消傷害吸收 ‧ 越扣越強25%|SI123SI232SI218SI139
1174|附加消除鎖定圍城∣心鎖定∣未消傷害吸收∣越扣越強25%|SI123SI232SI218SI139
1175|三重鎖定．後∣消除減攻10%|SI158
1176|六重鎖定．後∣消除減攻10%|SI158
1177|九重鎖定．後∣消除減攻10%|SI158
1178|三重鎖定．後∣消除減攻20%|SI158
1179|六重鎖定．後∣消除減攻20%|SI158
1180|九重鎖定．後∣消除減攻20%|SI158
1181|三重鎖定．先∣消除減攻10%|SI158
1182|六重鎖定．先∣消除減攻10%|SI158
1183|九重鎖定．先∣消除減攻10%|SI158
1184|三重鎖定．先∣消除減攻20%|SI158
1185|六重鎖定．先∣消除減攻20%|SI158
1186|九重鎖定．先∣消除減攻20%|SI158
1187|強化盾∣木鎖定∣未消敵回50%|SI254SI309
1188|強化盾∣反擊100%∣木鎖定∣未消敵回100%|SI254SI260SI309
1189|強化防禦盾∣剋屬盾．棄攻轉屬∣中毒90%|SI230SI048SI135
1190|迷惑符石∣初級拼圖盾|SI227SI181
1191|迷惑符石∣初級拼圖盾∣限|SI227SI181
1192|98回回復變0∣首回四角燃燒擴散10%∣無法減傷控制∣無限回復|SI156SI229SI251SI124SI212
1193|先攻∣攻後問號4∣5↑Combo追擊盾|SI160SI224SI103
